video_id,clip_id,text,label,annotation,mode,label_by
2_147,0,well we re trying to find someone to perform our wedding and they re all either boring or annoying or y know can t stop staring at the ladies,-1.0,Negative,train,0
2_559,0,what,-1.0,Negative,train,0
2_444,0,ross-ross you have no idea what this means to me,-1.0,Negative,train,0
2_299,0,what would you give to a kid if he wanted a ticket to play with,-1.0,Negative,train,0
2_313,0,oh sure go with the sissy,1.0,Positive,train,0
2_125,0,i mean if you hadn t initiated it i-i-i know i would ve,-1.0,Negative,train,0
2_552,0,danger,-1.0,Negative,train,0
2_181,0,yeah look,-1.0,Negative,train,0
2_107,0,you d better act surprised,-1.0,Negative,train,0
2_347,0,well what are you gonna do when he finds out he wasn t even asked,-1.0,Negative,train,0
2_495,0,okay you guys just relax i doooo,-1.0,Negative,train,0
2_525,0,y know what i mean like dubbies,-1.0,Negative,train,0
2_186,0,excellent hole joe,1.0,Positive,train,0
2_506,0,oh my god ohh that is it i m leaving you are just a horrible person,-1.0,Negative,train,0
2_486,0,anyway they want to take us out saturday night what do you say,-1.0,Negative,train,0
2_149,0,thank you,-1.0,Negative,train,0
2_150,0,take your shirt off and let s see what we re dealing with here what are you doing,-1.0,Negative,train,0
2_12,0,i studied for a year in barcelona,-1.0,Negative,train,0
2_611,0,just tell me how,1.0,Positive,train,0
2_429,0,i really really enjoyed it very exotic,1.0,Positive,train,0
2_127,0,when today some not a lot,-1.0,Negative,train,0
2_36,0,the big deal is i don t want naked greasy strangers in my apartment when i want to kick back with a puzzle beer cold beer,-1.0,Negative,train,0
2_173,0,we- we had our first fight this morning,-1.0,Negative,train,0
2_295,0,nobody sees the king,-1.0,Negative,train,0
2_356,0,yeah,-1.0,Negative,train,0
2_38,0,it s not a real game i made it up,-1.0,Negative,train,0
2_431,0,i m never gonna get to meet her anyway,-1.0,Negative,train,0
2_13,0,all right let s do it,-1.0,Negative,train,0
2_482,0,y know you you just stop being such a wuss and get those off and you come with us and watch naked girls dance around,-1.0,Negative,train,0
2_193,0,yeah a slice of cheesecake and-and a date if you re given em out,-1.0,Negative,train,0
2_203,0,it s not funny,-1.0,Negative,train,0
2_426,0,are you kidding i love that guy morning s here morning is here,-1.0,Negative,train,0
2_357,0,stating the obvious but thank you and it s not weird is it,1.0,Positive,train,0
2_590,0,yeah i don t think so joe,-1.0,Negative,train,0
2_316,0,yeah i m fine,-1.0,Negative,train,0
2_8,0,it s white plastic with a handle and it fits onto a stroller,-1.0,Negative,train,0
2_343,0,so to sum up i m professor geller,-1.0,Negative,train,0
2_334,0,when they re hungry enough they ll come in,-1.0,Negative,train,0
2_367,0,well don t cha wanna,-1.0,Negative,train,0
2_51,0,well i believe the piece of furniture was fine until your little breakfast adventure with angela delvecchio,-1.0,Negative,train,0
2_282,0,what-wh-what so we ll just stay married forever,1.0,Positive,train,0
2_225,0,i don t know something girlie,-1.0,Negative,train,0
2_514,0,what s going on that s what s going on,-1.0,Negative,train,0
2_272,0,weā€™re not peeking,-1.0,Negative,train,0
2_43,0,well y know i m 29 i mean who needs a savings account,1.0,Positive,train,0
2_575,0,why because she can sing and play guitar and do both at the same time,1.0,Positive,train,0
2_339,0,thank you,-1.0,Negative,train,0
2_69,0,cover yourself up,-1.0,Negative,train,0
2_217,0,ohhh,-1.0,Negative,train,0
2_213,0,wait wait chandler this is what you re havin for thanksgiving dinner,-1.0,Negative,train,0
2_96,0,i don t think so hello when you get in there,-1.0,Negative,train,0
2_188,0,you had no relationship,-1.0,Negative,train,0
2_29,0,it was like months ago,-1.0,Negative,train,0
2_177,0,i can show you an id if you want,1.0,Positive,train,0
2_358,0,i do not always have to be okay okay,-1.0,Negative,train,0
2_263,0,wow imagine what our kids would look like,-1.0,Negative,train,0
2_446,0,i d love to show ya but i just tucked her in,-1.0,Negative,train,0
2_594,0,i can t believe it can i tell you something i m a little mad at him now,-1.0,Negative,train,0
2_535,0,so i m sorry i just don t think we should go away together yet,-1.0,Negative,train,0
2_617,0,and protected them from a tornado,1.0,Positive,train,0
2_210,0,when are you coming home,-1.0,Negative,train,0
2_234,0,see there you go the cleansing works,-1.0,Negative,train,0
2_162,0,ow ow ow ow leg cramp leg cramp leg cramp,-1.0,Negative,train,0
2_437,0,oh yeah first off all chasing the churo guy isn t jogging,-1.0,Negative,train,0
2_341,0,well i d gotten judy pregnant i still don t know how that happened,1.0,Positive,train,0
2_318,0,was it not pain-free,1.0,Positive,train,0
2_579,0,no,-1.0,Negative,train,0
2_250,0,oh you say someone s name enough they turn around,1.0,Positive,train,0
2_194,0,and it came out squatternut buash,-1.0,Negative,train,0
2_78,0,i didn t know you and carol were getting divorced i m sorry,-1.0,Negative,train,0
2_337,0,uh listen i need that broiling pan that joey borrowed the other day,-1.0,Negative,train,0
2_435,0,me too there s a game on tuesday do you wanna go,-1.0,Negative,train,0
2_419,0,uh-huh,-1.0,Negative,train,0
2_564,0,and uh i don t know if you got any of that but i would really like a copy of the tape,-1.0,Negative,train,0
2_261,0,oh no no i just meant hypothetically,-1.0,Negative,train,0
2_422,0,well i like it here you go,-1.0,Negative,train,0
2_627,0,whoa whoa whoa,-1.0,Negative,train,0
2_445,0,okay,-1.0,Negative,train,0
2_585,0,you and i we re interfacing,-1.0,Negative,train,0
2_91,0,alright i m gonna go pick up a few things for the trip,-1.0,Negative,train,0
2_560,0,so now i have to go so he ll think that i m totally ok with seeing him,1.0,Positive,train,0
2_425,0,and did he,-1.0,Negative,train,0
2_53,0,you re gonna have to tell me how you did that,-1.0,Negative,train,0
2_481,0,all right,-1.0,Negative,train,0
2_293,0,no,-1.0,Negative,train,0
2_248,0,i mean you and i we re just y know we re nothing we re goofin around,1.0,Positive,train,0
2_56,0,uh-huh well but umm still i m-i m mad at you,-1.0,Negative,train,0
2_260,0,okay are you aware unagi is an eel,1.0,Positive,train,0
2_134,0,paper cut,-1.0,Negative,train,0
2_488,0,just a sec give me a minute to wake up for this ah-ha-ha,-1.0,Negative,train,0
2_542,0,uh rachel s here so good luck man let me know how it works out,1.0,Positive,train,0
2_504,0,all right okay well apparently not,1.0,Positive,train,0
2_54,0,that s easy for you to say you weren t almost just killed,1.0,Positive,train,0
2_300,0,i don t think you could ever do that,-1.0,Negative,train,0
2_387,0,yes i know but her friend sounds like such a,-1.0,Negative,train,0
2_569,0,chandler,-1.0,Negative,train,0
2_530,0,uh i m gonna kill myself,-1.0,Negative,train,0
2_48,0,thanks but i kinda have a problem to deal with here,-1.0,Negative,train,0
2_253,0,yeah,-1.0,Negative,train,0
2_555,0,hey it s starting to snow,-1.0,Negative,train,0
2_42,0,look please please don t go anywhere okay,-1.0,Negative,train,0
2_441,0,he s right even if it s to say something complementary,-1.0,Negative,train,0
2_218,0,hey does somebody wanna hand me one of those tiles,-1.0,Negative,train,0
2_415,0,chloe switch with me there s some guys here that got a crush on you,-1.0,Negative,train,0
2_473,0,i m the supply manager,-1.0,Negative,train,0
2_537,0,what did you want to show us because all i can see is this bitchin van,-1.0,Negative,train,0
2_397,0,you still love me,-1.0,Negative,train,0
2_572,0,no i m so happy for them,-1.0,Negative,train,0
2_243,0,look i never should have kissed your girlfriend but i m,-1.0,Negative,train,0
2_474,0,lovely,1.0,Positive,train,0
2_245,0,well ah i ve been doing a lot of thinking and i look at my life,-1.0,Negative,train,0
2_176,0,i m the ruptured spleen,-1.0,Negative,train,0
2_58,0,why,-1.0,Negative,train,0
2_427,0,oh-oh that s a risky little game,-1.0,Negative,train,0
2_534,0,oh come on,-1.0,Negative,train,0
2_626,0,cause all i ever get to do now is pregnant stuff it just bums me out,-1.0,Negative,train,0
2_607,0,hey,-1.0,Negative,train,0
2_33,0,this-this no oh no no-no-no this is not that s-that s not what it is,-1.0,Negative,train,0
2_44,0,whoa maybe i was,-1.0,Negative,train,0
2_189,0,yeah okay i was just talking to the guys just look at them i mean is it okay if they come visit,1.0,Positive,train,0
2_232,0,well umm my mom s friend phoebe is actually my birth mom,-1.0,Negative,train,0
2_400,0,anyway i should go one of the lifeguards was just about to dismantle a nuclear device,-1.0,Negative,train,0
2_230,0,okay janice janice you gotta give me janice that wasn t about being picky,-1.0,Negative,train,0
2_180,0,that oughta do it,-1.0,Negative,train,0
2_270,0,hey,-1.0,Negative,train,0
2_550,0,all right i ll have one,1.0,Positive,train,0
2_454,0,ross umm there s something that i ve got to tell you there s-there s someone else,-1.0,Negative,train,0
2_151,0,yeah i mean it would be rude to them for us to leave now,1.0,Positive,train,0
2_439,0,twenty-one hours you re a hero,-1.0,Negative,train,0
2_385,0,no i know but i he just went on,-1.0,Negative,train,0
2_547,0,okay now much have you won so far,-1.0,Negative,train,0
2_65,0,it s my friends,-1.0,Negative,train,0
2_251,0,no you have been screwing us all day,-1.0,Negative,train,0
2_205,0,i did not mean to touch that i mean,-1.0,Negative,train,0
2_405,0,i m supposed to teach a graduate seminar there in ten minutes,-1.0,Negative,train,0
2_375,0,i was thkinking about maybe going into the robot,-1.0,Negative,train,0
2_72,0,oh well it probably would ve been the most constructive solution,-1.0,Negative,train,0
2_353,0,nothing it s just old and dingy that s all,-1.0,Negative,train,0
2_517,0,yeah,-1.0,Negative,train,0
2_521,0,uh-huh,-1.0,Negative,train,0
2_499,0,the end,-1.0,Negative,train,0
2_317,0,ah oh hang on a second come in come in all right so think about it and call me back,-1.0,Negative,train,0
2_393,0,pheebs,-1.0,Negative,train,0
2_254,0,yeah yeah that s what you need a good pill,1.0,Positive,train,0
2_407,0,hey,-1.0,Negative,train,0
2_94,0,can t do it can you,-1.0,Negative,train,0
2_198,0,yeah she s fired,-1.0,Negative,train,0
2_365,0,nope op wait there he goes,-1.0,Negative,train,0
2_301,0,hey do you know a six-letter word for red,-1.0,Negative,train,0
2_540,0,okay,-1.0,Negative,train,0
2_302,0,i know but it s so hard nothing rhymes with your stupid name,-1.0,Negative,train,0
2_305,0,take a couple deep breaths,-1.0,Negative,train,0
2_27,0,no no you don t have to fly back really,-1.0,Negative,train,0
2_196,0,what,-1.0,Negative,train,0
2_264,0,okay,-1.0,Negative,train,0
2_615,0,hi joey well well look what you brought very nice,-1.0,Negative,train,0
2_111,0,what was that,-1.0,Negative,train,0
2_202,0,yeah,-1.0,Negative,train,0
2_577,0,on the other hand in um in about seven months you re gonna have something that you re gonna love more than any guy you ve ever gone out with,-1.0,Negative,train,0
2_467,0,that is the coast guard,-1.0,Negative,train,0
2_526,0,ah well this is the living room,-1.0,Negative,train,0
2_257,0,oh hey look i found coffee okay let s skedaddle,-1.0,Negative,train,0
2_259,0,i wasn t by myself i had a doctor a nurse and a helper guy so did you see who won the game,-1.0,Negative,train,0
2_609,0,i just called a friend of mine,-1.0,Negative,train,0
2_31,0,even if people are on it,1.0,Positive,train,0
2_371,0,i-i m really sorry it s just that i,-1.0,Negative,train,0
2_531,0,yeah well that s because uh i stayed in my room yeah you don t want to look in my hamper,-1.0,Negative,train,0
2_315,0,i guess you d know that being one of the two of us though right,1.0,Positive,train,0
2_413,0,some guy bought it i m sorry i tired to stop it but they put me in jail,-1.0,Negative,train,0
2_548,0,almost but first we gotta start,1.0,Positive,train,0
2_128,0,you building a post office,1.0,Positive,train,0
2_326,0,stick to the list,-1.0,Negative,train,0
2_247,0,uh yes thank you,1.0,Positive,train,0
2_576,0,and then for forgetting to invite you to it,-1.0,Negative,train,0
2_146,0,so ross how umm how did it go with bonnie,-1.0,Negative,train,0
2_458,0,what are you up too,-1.0,Negative,train,0
2_522,0,yes it is,-1.0,Negative,train,0
2_30,0,so how d it go,-1.0,Negative,train,0
2_171,0,what is the matter with your face,-1.0,Negative,train,0
2_97,0,it would be nice to have a little guarantee though,1.0,Positive,train,0
2_228,0,then we went to this bar and he hooked us up with all these women,-1.0,Negative,train,0
2_7,0,i ve never loved anybody as much as i love you,-1.0,Negative,train,0
2_553,0,no just nobody press on my stomach,-1.0,Negative,train,0
2_291,0,umm would you please excuse me for a moment,-1.0,Negative,train,0
2_319,0,no,-1.0,Negative,train,0
2_314,0,am i out of control,-1.0,Negative,train,0
2_410,0,if you wanna put a label on it,1.0,Positive,train,0
2_166,0,but i m the host,-1.0,Negative,train,0
2_558,0,i can see it from right here it ll cost you one husband,1.0,Positive,train,0
2_289,0,nooo no that s not true no best time ever yeah you rocked my world,1.0,Positive,train,0
2_118,0,seriously it s moving,-1.0,Negative,train,0
2_28,0,carol called me to thank me for the lasagna i asked she told me,-1.0,Negative,train,0
2_562,0,look now phoebe remember hey their just fulfilling their christmas,-1.0,Negative,train,0
2_231,0,no no no it s flattery,-1.0,Negative,train,0
2_388,0,yeah she couldn t live without the chan love,-1.0,Negative,train,0
2_102,0,no blanche she is upset because they keep changing the taste of coke,1.0,Positive,train,0
2_351,0,no rose she is depressed because marvel had manners on only once a week,1.0,Positive,train,0
2_350,0,no rose i am nervous because sonny bono gets elected mayor of palm springs he is gonna make all the postmens wear leather bell bottoms and a fur vest,1.0,Positive,train,0
2_587,0,oh yes blanche about a half hour ago but now i have hidden her again so you can find her,1.0,Positive,train,0
2_612,0,i don t know rose maybe marry poppins has an italian cousin,1.0,Positive,train,0
2_89,0,on the home shopping network,1.0,Positive,train,0
2_599,0,no i am upset because crocodin turbs are wearing darker colors,1.0,Positive,train,0
2_182,0,the liberarche marquee at caesar s palace,1.0,Positive,train,0
2_292,0,no she is going to sit here where itõs a 112 degrees and eat enchiladas,1.0,Positive,train,0
2_489,0,no its because i cannot make any sense of those commercials for obsession,1.0,Positive,train,0
2_390,0,no i am depressed becaues phillis george left the morning news,1.0,Positive,train,0
2_378,0,no blanche with a venus fly trap,1.0,Positive,train,0
2_9,0,no rose go to the corner and open a stand,1.0,Positive,train,0
2_144,0,lords of arabia,1.0,Positive,train,0
2_479,0,no i am worried she might be phir resuda s,1.0,Positive,train,0
2_45,0,oh ma no it was a little girl selling girl scout toilets,1.0,Positive,train,0
2_507,0,no i haven t taken her out of the trunk of the car yet,1.0,Positive,train,0
2_398,0,rose you should sit here and watch her hack herself to death,1.0,Positive,train,0
2_281,0,ofcourse no ma i am referring to carrey grant he is living in the broom closet,1.0,Positive,train,0
2_591,0,how about stopping by new years eve with three naked women throwing up in the pool passing out in the punch bowl and relieving yourself in the linen closet,-1.0,Negative,train,0
2_462,0,no rose at a pie eating contest,1.0,Positive,train,0
2_505,0,to feed the cat rose,1.0,Positive,train,0
2_74,0,show them your slides of hawaii,1.0,Positive,train,0
2_126,0,no i am upset because joe piscapo didn t get the lead role in rain man,1.0,Positive,train,0
2_158,0,a bucket of chicked i hope you like it extra flat and crispy,1.0,Positive,train,0
2_255,0,it s a musical rose,1.0,Positive,train,0
2_502,0,i m worried about whether michael jackson will be able to buy the remains of the elephant man,1.0,Positive,train,0
2_11,0,his cappucino maker,1.0,Positive,train,0
2_135,0,no she i supset because jimmy swaager can t cover his motel bill,1.0,Positive,train,0
2_442,0,no itõs the rose in the kitchen thing,1.0,Positive,train,0
2_342,0,in what blanche dog years,1.0,Positive,train,0
2_492,0,i m sorry sophia but in dorothy s defence it sure sounds a lot like her,1.0,Positive,train,0
2_512,0,because it wears a little sunbrella rose,1.0,Positive,train,0
2_121,0,what was i doing my ben gazara in person,1.0,Positive,train,0
2_129,0,what are these claws,1.0,Positive,train,0
2_222,0,the little man who lives in there who turns the light on and off will tell you,1.0,Positive,train,0
2_604,0,no rose i am developing pictures from the magellan space probe,1.0,Positive,train,0
2_352,0,no rose it stands alone,1.0,Positive,train,0
2_344,0,a hand puppet rose,1.0,Positive,train,0
2_465,0,no rose that you should do,1.0,Positive,train,0
2_471,0,amazing,1.0,Positive,train,0
2_361,0,nooo,1.0,Positive,train,0
2_190,0,well scott i am sure we are all really really looking forward to hear your story,1.0,Positive,train,0
2_271,0,sarcasm noo,1.0,Positive,train,0
2_306,0,no no no i just mediate the gorup i just give up every tuesday of my life to help these screwups for the good of my health,1.0,Positive,train,0
2_209,0,really,1.0,Positive,train,0
2_312,0,sarcasm at a sarcasmoholics meeting,1.0,Positive,train,0
2_485,0,you got off to a really good start with the group,1.0,Positive,train,0
2_527,0,we thought you were just here for the company he is a sarcasmoholic stewart,1.0,Positive,train,0
2_596,0,noooo really,1.0,Positive,train,0
2_123,0,nooo,1.0,Positive,train,0
2_140,0,sarcastic us nooo,1.0,Positive,train,0
2_338,0,and i am sure every person here really really wants you to join our group,1.0,Positive,train,0
2_381,0,noo,1.0,Positive,train,0
2_511,0,you said you spent all that money because those boots go with skirts dresses and pants what do you plan on wearing a chicken suit,1.0,Positive,train,0
2_287,0,oh i am sorry do you need a break,1.0,Positive,train,0
2_161,0,i can see it from right here it ll cost you one husband,1.0,Positive,train,0
2_589,0,well why don t you check in one of my saddle bags while i chew on a bale of hay,1.0,Positive,train,0
2_523,0,well i m a headhunter i hook up out of work soviet scientists with rogue third-world nations hi rasputin,1.0,Positive,train,0
2_491,0,let me think let me think oh i don t care,1.0,Positive,train,0
2_170,0,the british are coming,1.0,Positive,train,0
2_500,0,oh my god i love that - really - no,1.0,Positive,train,0
2_303,0,no thanks josephine,1.0,Positive,train,0
2_570,0,oh my god where are all the men,-1.0,Negative,train,0
2_178,0,this is so good that i am gonna enjoy it in the balcony i can enjoy my view whilst i enjoy my desert,1.0,Positive,train,0
2_438,0,really struck down in the prime of life,1.0,Positive,train,0
2_167,0,i am not freaking out why would i be freaking out a woman named hildy called and said we will get married but that happens everyday,1.0,Positive,train,0
2_373,0,i was making a coconut phone with a professor,1.0,Positive,train,0
2_623,0,what do you know its a treat for the eyes and the ears,1.0,Positive,train,0
2_131,0,i really don t wanna sit with allen iverson over there,-1.0,Negative,train,0
2_236,0,gee if only she were one and had no idea what a birthday was,1.0,Positive,train,0
2_546,0,oh sure she was probably up all night excited about the party she knows is happening,1.0,Positive,train,0
2_242,0,are you still enjoying your nap,1.0,Positive,train,0
2_169,0,hes not right for the part and if i suggest him my bosses are going to think i am an idiot and thatõs something they should learn on their own,1.0,Positive,train,0
2_235,0,oh yeah he has a caretaker his older brother ernie you can t make this stuff up,-1.0,Negative,train,0
2_34,0,is it me or the greetings gone downhill around here,1.0,Positive,train,0
2_608,0,you are right by saying nice i am virtually licking her,1.0,Positive,train,0
2_524,0,yes and we are very excited about it,1.0,Positive,train,0
1_60,0,it s just a privilege to watch your mind at work,1.0,Positive,valid,0
1_80,0,since it s not bee season you can have my epinephrine,-1.0,Negative,valid,0
1_90,0,lois lane is falling accelerating at an initial rate of 32 feet per second per second superman swoops down to save her by reaching out two arms of steel miss lane who is now traveling at approximately 120 miles an hour hits them and is immediately sliced into three equal pieces,-1.0,Negative,valid,0
1_105,0,i m just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale,1.0,Positive,valid,0
1_162,0,sheldon if you were a robot and i knew and you didn t,-1.0,Negative,valid,0
1_175,0,if you re compiling a mix cd for a double suicide oh i hope that scratching post is for you,1.0,Positive,valid,0
1_182,0,no the dark crescent-shaped patterns under your arms conceal it nicely,1.0,Positive,valid,0
1_213,0,how s this pleased to meet you dr gablehauser how fortunate for you that the university s chosen to hire you despite the fact that you ve done no original research in 25 years and instead have written a series of popular books that reduce the great concepts of science to a series of anecdotes each one dumbed down to accommodate the duration of an average bowel movement,1.0,Positive,valid,0
1_427,0,well i m sorry too but there s just no room for you in my wallet,1.0,Positive,valid,0
1_467,0,that woman looks exactly like the pictures of princess panchali in the book how often does one see a beloved fictional character come to life,-1.0,Negative,valid,0
1_506,0,not to mention you d have to power down on saturdays,-1.0,Negative,valid,0
1_507,0,well there s always the possibility that a trash can spontaneously formed around the letter but occam s rasor would suggest that someone threw it out,1.0,Positive,valid,0
1_536,0,just the latest copy of applied particle physics quarterly,1.0,Positive,valid,0
1_672,0,do you think penny will come here and take care of us,-1.0,Negative,valid,0
1_971,0,- now - no after my tongue has swollen to the size of a brisket,1.0,Positive,valid,0
1_1003,0,good idea sit with her hold her comfort her and if the moment feels right see if you can cop a feel,1.0,Positive,valid,0
1_1144,0,notify the editors of the oxford english dictionary the word plenty has been redefined to mean two,1.0,Positive,valid,0
1_1180,0,oh please the only way she could make a contribution to science would be if they resumed sending chimps into space,1.0,Positive,valid,0
1_1189,0,i m sorry i am not going back to the renaissance fair,-1.0,Negative,valid,0
1_1262,0,you were very clear as was everyone else at the table,-1.0,Negative,valid,0
1_1296,0,they gave him an assistant if i want a new pen i have to go to the bank with wire cutters,1.0,Positive,valid,0
1_1466,0,maybe when i publish it i ll include an inhaler,1.0,Positive,valid,0
1_1478,0,sadly mrs giselle wolowitz is sensitive to chlorine lucky for her i like my fashion models pruny and bug-eyed,1.0,Positive,valid,0
1_1484,0,the big deal is that nobody touches food on my plate,-1.0,Negative,valid,0
1_1549,0,on a dusty highway just outside bakersfield where do you think on mars,1.0,Positive,valid,0
1_1560,0,how nice maybe they can carpool when they visit you in federal prison,1.0,Positive,valid,0
1_1722,0,my aunt marion gave them to me for my 12th birthday,-1.0,Negative,valid,0
1_1772,0,dave sounds like leonard s got a new bff,1.0,Positive,valid,0
1_2198,0,assuming i can keep up this pace three hours 11 minutes plus however long it takes to conclude this fairly pointless conversation,1.0,Positive,valid,0
1_2354,0,so do cocaine smugglers write cocaine on the box,1.0,Positive,valid,0
1_2423,0,provided he has already read and is familiar with the reestablishment of the dc multiverse,-1.0,Negative,valid,0
1_2575,0,you don t really believe in that superstition do you,-1.0,Negative,valid,0
1_2580,0,okay here s an idea what if i change my name and go live with my cousin and her husband avi in israel,1.0,Positive,valid,0
1_2797,0,it s an ical download she can put it right in her phone,1.0,Positive,valid,0
1_2819,0,you know i ve always wanted to go to a goth nightclub,1.0,Positive,valid,0
1_2842,0,oh you know goth stuff goth magazines goth music,-1.0,Negative,valid,0
1_2853,0,obviously waitressing at the cheese cake factory is a complex socio-economic activity that requires a great deal of analysis and planning,1.0,Positive,valid,0
1_3064,0,when i have enough to destroy all the human toast on the battlestar known as galactica,1.0,Positive,valid,0
1_3069,0,seems like an awful lot of trouble to go through for intercourse,-1.0,Negative,valid,0
1_3125,0,but if she dumps you she ll have a new boyfriend by tomorrow morning and you ll have a new girlfriend when you figure out how to build one,1.0,Positive,valid,0
1_3287,0,oh sure and while we re at it why don t we put our hands behind our backs have an old-fashioned eating contest,1.0,Positive,valid,0
1_3293,0,leonard s work is nearly as amazing as third graders growing lima beans in wet paper towels,1.0,Positive,valid,0
1_3333,0,okay i got a bone to pick with you,-1.0,Negative,valid,0
1_3545,0,i understand your point but given a choice jews always go with chinese food,1.0,Positive,valid,0
1_3599,0,why don t you keep that stuff in the bathroom,-1.0,Negative,valid,0
1_3837,0,excuse me i m thirsty so i m going to go to the refrigerator and get myself a refreshing beverage,-1.0,Negative,valid,0
1_3840,0,i read a study online that walking after a meal not only aids in digestion but increases serotonin and you know me if there s one thing i like more than a refreshing beverage it s serotonin bye-bye,-1.0,Negative,valid,0
1_3842,0,so what you re just gonna walk up and down the stairs,-1.0,Negative,valid,0
1_4031,0,in 1917 when albert einstein established the theoretic foundation for the laser in his paper <i> zur quantentheorie der</i> <i>strahlung </i> his fondest hope was that the resultant device be bitchin,1.0,Positive,valid,0
1_4281,0,it was the kind of thing that makes it kind of hard to face her now,-1.0,Negative,valid,0
1_4286,0,all right all right he can buy his own desk,-1.0,Negative,valid,0
1_4290,0,i just have a question does bernadette ever talk about me,-1.0,Negative,valid,0
1_4352,0,he does it all the time he s a cornucopia of social awkwardness,-1.0,Negative,valid,0
1_4603,0,is it possible that she was going for your cheek and you moved and she accidentally got lip that happens with me and my mom all the time,-1.0,Negative,valid,0
1_4743,0,oh and the science dudes want to talk science with you what do you want to talk about-- rocks dinosaurs our friend the beaver,1.0,Positive,valid,0
1_4760,0,in the bedrooms of ten-year- old girls where they belong,1.0,Positive,valid,0
